Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S2] Post texto 400KB,291,0,30,40.033818759396745,26.36745699965104,323.47028000003775,438369.0,4.810085074498591,0.0,30,30,31,32,34,39,310,320,320,320,320
,Aggregated,291,0,30,40.033818759396745,26.36745699965104,323.47028000003775,438369.0,4.810085074498591,0.0,30,30,31,32,34,39,310,320,320,320,320
