Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S3] Post imagem 300KB,298,0,2,2.625673593964825,1.7713659999571973,19.083719000263955,305739.0,4.736395440930047,0.0,2,2,2,2,3,3,12,14,19,19,19
,Aggregated,298,0,2,2.625673593964825,1.7713659999571973,19.083719000263955,305739.0,4.736395440930047,0.0,2,2,2,2,3,3,12,14,19,19,19
