Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S1] Post imagem 1MB,19916,1111,940,1489.37912771696,3.586549000829109,54581.63395199881,989061.2309198634,294.20171370123364,16.411834902694846,940,1000,1100,1100,1200,1500,4800,31000,54000,55000,55000
,Aggregated,19916,1111,940,1489.37912771696,3.586549000829109,54581.63395199881,989061.2309198634,294.20171370123364,16.411834902694846,940,1000,1100,1100,1200,1500,4800,31000,54000,55000,55000
