Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S1] Post imagem 1MB,295,0,4,4.6999689864482574,2.8453329996409593,48.69406699981482,1047495.0,4.695443281579111,0.0,4,4,4,4,4,6,36,44,49,49,49
,Aggregated,295,0,4,4.6999689864482574,2.8453329996409593,48.69406699981482,1047495.0,4.695443281579111,0.0,4,4,4,4,4,6,36,44,49,49,49
