Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S2] Post texto 400KB,2759,0,30,33.0049790199494,24.376631999984966,135.67962999877636,438369.0,42.78237341264582,0.0,30,31,32,33,38,52,74,86,130,140,140
,Aggregated,2759,0,30,33.0049790199494,24.376631999984966,135.67962999877636,438369.0,42.78237341264582,0.0,30,31,32,33,38,52,74,86,130,140,140
