Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S3] Post imagem 300KB,32445,558,140,1806.0374592309438,1.5125000008993084,41328.046377000646,300480.79805825243,395.5510679759027,6.802820031763098,140,160,170,190,350,14000,33000,39000,41000,41000,41000
,Aggregated,32445,558,140,1806.0374592309438,1.5125000008993084,41328.046377000646,300480.79805825243,395.5510679759027,6.802820031763098,140,160,170,190,350,14000,33000,39000,41000,41000,41000
