Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S1] Post imagem 1MB,297,0,4,4.249453999988754,2.9147250006644754,43.217693999395124,1047495.0,4.94272840728884,0.0,4,4,4,4,4,5,19,26,43,43,43
,Aggregated,297,0,4,4.249453999988754,2.9147250006644754,43.217693999395124,1047495.0,4.94272840728884,0.0,4,4,4,4,4,5,19,26,43,43,43
