Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S3] Post imagem 300KB,298,0,2,3.0508504832868,1.9181250008841744,32.01639899998554,305739.0,4.974187078975127,0.0,2,3,3,3,3,5,15,19,32,32,32
,Aggregated,298,0,2,3.0508504832868,1.9181250008841744,32.01639899998554,305739.0,4.974187078975127,0.0,2,3,3,3,3,5,15,19,32,32,32
