Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,[S2] Post texto 400KB,2719,0,34,36.847821938216576,25.999229999797535,148.13788100036618,438369.0,45.16471342489656,0.0,34,36,37,38,42,55,78,89,140,150,150
,Aggregated,2719,0,34,36.847821938216576,25.999229999797535,148.13788100036618,438369.0,45.16471342489656,0.0,34,36,37,38,42,55,78,89,140,150,150
